features/carat,features/clarity,features/color,features/cut,features/depth,features/table,features/x,features/y,features/z,label,id,clean_label,is_noisy,noisy_label
1.05,2,2,3,61.8,56.0,6.55,6.45,4.02,1,7249,1,0,1
1.5,2,6,1,64.0,56.0,7.21,7.16,4.6,0,7250,1,1,0
1.24,3,2,2,60.9,60.0,6.96,6.93,4.23,1,7251,1,0,1
0.9,4,3,1,63.6,58.0,6.12,6.09,3.88,1,7252,1,0,1
0.33,7,3,4,61.5,56.0,4.46,4.48,2.75,0,7253,0,0,0
0.73,1,0,4,61.8,56.0,5.77,5.82,3.58,1,7254,1,0,1
0.24,6,2,2,62.3,56.0,3.97,4.01,2.49,0,7255,0,0,0
1.54,2,3,3,61.0,59.0,7.43,7.38,4.52,1,7256,1,0,1
0.31,3,3,2,61.4,55.0,4.38,4.41,2.69,1,7257,0,1,1
0.43,7,3,4,61.6,57.0,4.81,4.84,2.97,0,7258,0,0,0
0.84,2,2,3,59.0,59.0,6.18,6.13,3.63,0,7259,1,1,0
0.33,3,1,4,62.1,56.0,4.46,4.43,2.76,0,7260,0,0,0
0.7,2,3,3,63.0,56.0,5.68,5.65,3.57,0,7261,0,0,0
1.72,3,3,4,62.4,55.0,7.63,7.68,4.78,1,7262,1,0,1
0.53,4,5,3,62.3,58.0,5.18,5.26,3.25,1,7263,0,1,1
1.61,3,5,3,58.4,59.0,7.73,7.68,4.5,0,7264,1,1,0
0.87,1,2,4,62.2,56.0,6.03,6.13,3.78,1,7265,1,0,1
0.38,6,1,3,61.9,58.0,4.62,4.66,2.87,0,7266,0,0,0
1.04,4,4,4,62.7,55.0,6.43,6.49,4.05,1,7267,1,0,1
0.91,1,3,2,60.4,61.0,6.21,6.28,3.77,1,7268,1,0,1
0.3,3,2,4,60.4,56.0,4.34,4.37,2.63,0,7269,0,0,0
1.15,3,1,4,61.4,57.0,6.73,6.76,4.14,1,7270,1,0,1
0.58,2,2,3,61.0,57.0,5.41,5.34,3.28,0,7271,0,0,0
0.71,2,1,4,60.8,57.0,5.8,5.84,3.54,1,7272,1,0,1
2.04,3,6,2,62.4,57.0,8.04,8.19,5.06,1,7273,1,0,1
1.51,1,6,0,65.1,59.0,7.13,7.09,4.63,1,7274,1,0,1
0.3,7,1,4,62.6,53.0,4.29,4.33,2.7,0,7275,0,0,0
0.7,4,0,4,61.9,57.0,5.69,5.72,3.53,1,7276,1,0,1
1.32,2,2,3,59.7,60.0,7.11,7.16,4.26,1,7277,1,0,1
0.31,7,3,3,61.0,59.0,4.33,4.36,2.65,0,7278,0,0,0
1.7,1,4,2,63.5,58.0,7.5,7.43,4.74,1,7279,1,0,1
0.35,4,3,4,61.9,55.0,4.53,4.51,2.8,0,7280,0,0,0
0.8,4,4,2,61.7,62.0,5.89,5.94,3.65,1,7281,1,0,1
0.73,5,5,3,60.6,58.0,5.84,5.78,3.52,1,7282,1,0,1
0.91,1,4,4,60.3,57.0,6.27,6.31,3.79,1,7283,1,0,1
0.61,4,1,2,59.6,63.0,5.44,5.57,3.28,0,7284,0,0,0
0.53,5,1,3,62.4,56.0,5.19,5.17,3.23,0,7285,0,0,0
1.56,3,4,4,60.7,57.0,7.49,7.53,4.56,1,7286,1,0,1
0.33,3,2,4,61.2,54.0,4.49,4.47,2.74,0,7287,0,0,0
1.57,2,3,4,61.7,55.0,7.51,7.44,4.61,1,7288,1,0,1
0.42,2,0,4,61.9,55.0,4.79,4.84,2.98,0,7289,0,0,0
1.03,4,2,4,59.0,55.0,6.62,6.67,3.92,1,7290,1,0,1
0.3,4,4,4,61.6,57.0,4.3,4.33,2.66,0,7291,0,0,0
1.21,1,0,3,59.7,58.0,7.06,6.96,4.19,1,7292,1,0,1
0.38,3,0,4,62.0,56.0,4.64,4.68,2.89,1,7293,0,1,1
0.72,6,2,3,62.8,58.0,5.75,5.68,3.59,0,7294,1,1,0
0.55,3,1,3,59.7,57.0,5.39,5.36,3.21,0,7295,0,0,0
0.71,1,2,4,61.8,57.0,5.69,5.72,3.53,1,7296,1,0,1
1.13,7,3,3,61.2,59.0,6.71,6.78,4.13,1,7297,1,0,1
1.09,4,2,3,61.3,60.0,6.67,6.61,4.07,1,7298,1,0,1
0.51,3,0,4,62.9,56.0,5.1,5.07,3.2,0,7299,0,0,0
0.71,5,0,3,60.0,58.0,5.92,5.84,3.53,1,7300,1,0,1
0.79,2,1,1,63.2,56.0,5.83,5.91,3.71,0,7301,1,1,0
1.17,1,0,4,62.7,57.0,6.7,6.72,4.21,1,7302,1,0,1
0.33,3,1,4,62.6,57.0,4.42,4.37,2.75,0,7303,0,0,0
1.01,2,4,2,59.3,62.0,6.57,6.55,3.89,1,7304,1,0,1
0.3,4,3,4,61.5,56.0,4.34,4.28,2.65,1,7305,0,1,1
2.0,1,4,4,59.7,57.0,8.29,8.22,4.93,1,7306,1,0,1
0.7,0,3,2,63.1,56.0,5.6,5.51,3.51,1,7307,0,1,1
0.3,3,1,3,62.4,59.0,4.3,4.26,2.67,0,7308,0,0,0
0.34,6,4,4,62.2,54.0,4.48,4.53,2.8,0,7309,0,0,0
0.31,3,2,3,59.3,60.0,4.41,4.39,2.61,0,7310,0,0,0
0.32,2,3,4,61.5,55.0,4.4,4.44,2.72,0,7311,0,0,0
0.38,2,0,2,62.2,53.8,4.65,4.69,2.9,0,7312,0,0,0
0.7,1,1,2,62.6,57.0,5.64,5.67,3.54,0,7313,1,1,0
1.2,2,4,3,61.0,58.0,6.92,6.84,4.2,1,7314,1,0,1
1.04,3,3,3,61.0,59.0,6.53,6.42,3.95,0,7315,1,1,0
1.4,2,6,4,62.7,57.0,7.13,7.09,4.46,1,7316,1,0,1
0.32,3,0,4,62.0,54.0,4.39,4.42,2.73,1,7317,0,1,1
0.4,5,1,4,62.5,54.0,4.73,4.77,2.97,0,7318,0,0,0
0.43,6,3,4,60.5,57.0,4.92,4.86,2.96,0,7319,0,0,0
0.23,5,2,2,59.3,57.0,4.01,4.05,2.39,0,7320,0,0,0
1.0,3,2,3,60.6,59.0,6.5,6.46,3.93,0,7321,1,1,0
0.34,5,3,4,62.6,54.0,4.47,4.44,2.79,0,7322,0,0,0
0.7,2,1,1,63.6,62.0,5.57,5.6,3.55,0,7323,0,0,0
1.01,4,3,3,60.5,60.0,6.52,6.44,3.92,1,7324,1,0,1
0.39,4,6,2,63.1,56.0,4.7,4.62,2.94,0,7325,0,0,0
0.72,1,1,2,61.4,58.0,5.76,5.8,3.55,0,7326,1,1,0
0.32,1,5,2,63.1,58.0,4.41,4.34,2.76,0,7327,0,0,0
0.51,4,1,2,58.1,60.0,5.28,5.32,3.08,0,7328,0,0,0
0.32,5,3,3,62.0,55.0,4.42,4.39,2.73,0,7329,0,0,0
0.93,1,0,1,64.5,58.0,6.11,6.14,3.95,1,7330,1,0,1
0.4,4,5,4,60.9,56.0,4.76,4.8,2.91,1,7331,0,1,1
0.32,6,1,4,60.9,57.0,4.45,4.42,2.7,0,7332,0,0,0
0.31,3,1,4,61.7,55.0,4.33,4.36,2.68,0,7333,0,0,0
0.92,3,4,2,63.4,57.0,6.17,6.11,3.89,1,7334,1,0,1
1.53,3,5,3,62.0,58.0,7.36,7.41,4.58,1,7335,1,0,1
0.51,3,6,3,61.5,58.0,5.14,5.1,3.15,1,7336,0,1,1
1.01,3,3,3,59.0,61.0,6.62,6.56,3.89,1,7337,1,0,1
0.9,2,4,3,60.7,59.0,6.26,6.19,3.78,1,7338,1,0,1
0.3,4,2,2,63.1,59.0,4.2,4.27,2.67,1,7339,0,1,1
0.5,3,1,3,62.4,62.0,5.07,5.03,3.15,1,7340,0,1,1
1.02,3,2,2,63.2,57.0,6.34,6.41,4.03,1,7341,1,0,1
0.3,4,4,3,62.0,58.0,4.28,4.24,2.64,0,7342,0,0,0
0.7,5,0,3,61.5,60.0,5.71,5.64,3.49,1,7343,1,0,1
0.41,3,2,3,62.6,57.0,4.74,4.71,2.96,1,7344,0,1,1
0.39,4,0,4,61.8,54.0,4.69,4.73,2.91,0,7345,0,0,0
0.71,3,3,4,61.9,57.0,5.73,5.77,3.56,1,7346,1,0,1
0.53,6,3,4,62.1,54.0,5.2,5.23,3.24,0,7347,0,0,0
1.24,1,3,2,63.3,57.0,6.85,6.79,4.32,1,7348,1,0,1
0.32,3,0,4,62.5,56.0,4.45,4.38,2.76,0,7349,0,0,0
0.31,6,3,1,63.1,56.0,4.33,4.35,2.74,0,7350,0,0,0
1.18,3,3,4,60.9,56.0,6.8,6.85,4.16,1,7351,1,0,1
1.13,3,5,2,61.6,57.0,6.73,6.78,4.16,1,7352,1,0,1
0.3,5,5,3,61.0,60.0,4.36,4.3,2.64,0,7353,0,0,0
0.74,4,2,4,61.9,54.0,5.78,5.82,3.59,1,7354,1,0,1
0.35,7,3,4,61.4,55.0,4.59,4.56,2.81,0,7355,0,0,0
1.01,1,5,3,62.1,59.0,6.39,6.42,3.98,1,7356,1,0,1
0.56,2,0,4,61.3,55.0,5.32,5.35,3.27,0,7357,0,0,0
1.02,2,1,3,62.6,58.0,6.44,6.47,4.05,1,7358,1,0,1
0.72,1,3,4,62.3,54.0,5.76,5.79,3.6,0,7359,0,0,0
0.78,1,1,2,60.0,63.0,5.99,5.95,3.58,0,7360,1,1,0
0.27,5,1,3,61.8,59.0,4.18,4.14,2.57,0,7361,0,0,0
0.62,2,2,3,59.8,60.0,5.56,5.51,3.31,0,7362,0,0,0
0.31,5,3,4,62.7,57.0,4.35,4.32,2.72,0,7363,0,0,0
1.12,1,6,3,60.7,61.0,6.71,6.64,4.05,1,7364,1,0,1
0.3,4,3,2,62.9,60.0,4.26,4.29,2.69,0,7365,0,0,0
0.31,3,1,3,62.7,58.0,4.33,4.31,2.71,0,7366,0,0,0
1.2,1,4,4,62.7,55.0,6.74,6.69,4.21,1,7367,1,0,1
0.27,5,3,4,60.8,57.0,4.18,4.2,2.54,1,7368,0,1,1
1.03,1,0,4,61.8,56.0,6.46,6.51,4.01,0,7369,1,1,0
0.47,2,6,4,60.6,54.0,5.04,5.0,3.09,0,7370,0,0,0
1.34,1,3,2,63.2,57.0,6.98,6.95,4.4,0,7371,1,1,0
0.5,3,1,3,61.3,56.0,5.16,5.11,3.15,0,7372,0,0,0
1.51,3,3,2,64.0,56.0,7.22,7.3,4.65,1,7373,1,0,1
1.09,4,3,2,62.5,58.0,6.49,6.59,4.09,1,7374,1,0,1
0.55,1,2,4,62.4,56.0,5.26,5.22,3.27,0,7375,0,0,0
0.7,4,1,3,60.8,60.0,5.74,5.71,3.48,1,7376,1,0,1
0.56,2,3,4,61.3,54.0,5.34,5.37,3.28,0,7377,0,0,0
1.7,3,3,3,60.3,60.0,7.72,7.64,4.63,1,7378,1,0,1
0.32,7,2,2,61.7,55.0,4.4,4.41,2.72,1,7379,0,1,1
0.3,5,3,3,61.0,60.0,4.32,4.3,2.63,1,7380,0,1,1
0.5,4,6,4,61.4,58.0,5.14,5.09,3.15,1,7381,0,1,1
1.01,3,2,2,61.5,57.0,6.4,6.48,3.96,1,7382,1,0,1
0.7,5,0,4,62.0,53.4,5.69,5.72,3.54,0,7383,1,1,0
0.41,3,3,3,61.4,59.0,4.75,4.79,2.93,0,7384,0,0,0
0.74,3,1,3,62.7,58.0,5.72,5.77,3.6,0,7385,1,1,0
1.58,2,1,2,62.9,59.0,7.38,7.43,4.66,1,7386,1,0,1
0.5,2,2,2,61.4,57.0,5.08,5.12,3.13,1,7387,0,1,1
0.5,6,3,3,62.3,59.0,5.04,5.01,3.13,0,7388,0,0,0
0.42,6,5,4,62.4,57.0,4.83,4.79,3.0,0,7389,0,0,0
1.62,2,2,3,60.1,58.0,7.63,7.59,4.57,1,7390,1,0,1
0.37,7,4,4,61.7,53.0,4.66,4.68,2.88,0,7391,0,0,0
1.06,3,1,4,61.3,57.0,6.54,6.57,4.02,1,7392,1,0,1
1.51,3,2,2,63.2,56.0,7.22,7.28,4.58,1,7393,1,0,1
0.41,2,1,2,62.8,57.0,4.71,4.75,2.97,0,7394,0,0,0
0.38,6,2,3,59.2,58.0,4.76,4.8,2.83,0,7395,0,0,0
0.38,6,0,4,60.7,57.0,4.69,4.74,2.86,0,7396,0,0,0
0.96,0,6,0,59.5,60.0,6.28,6.23,3.72,0,7397,0,0,0
0.35,7,4,4,61.9,55.0,4.51,4.54,2.8,1,7398,0,1,1
1.01,1,5,2,61.5,62.0,6.37,6.41,3.93,1,7399,1,0,1
1.21,2,6,3,59.7,60.0,6.93,6.9,4.13,1,7400,1,0,1
0.38,4,3,4,60.8,56.0,4.66,4.71,2.85,0,7401,0,0,0
0.9,3,4,2,62.3,59.0,6.13,6.17,3.83,1,7402,1,0,1
1.5,2,4,4,62.0,55.0,7.34,7.29,4.54,0,7403,1,1,0
0.55,1,3,3,61.8,56.0,5.28,5.23,3.25,0,7404,0,0,0
0.7,4,2,4,61.5,55.0,5.73,5.75,3.53,1,7405,1,0,1
0.53,4,4,4,61.9,55.0,5.18,5.21,3.22,1,7406,0,1,1
0.78,3,0,2,63.0,58.0,5.8,5.86,3.67,1,7407,1,0,1
1.02,2,3,3,60.8,58.0,6.5,6.46,3.94,1,7408,1,0,1
1.01,5,4,1,63.3,57.0,6.35,6.39,4.03,1,7409,1,0,1
0.8,5,1,3,62.9,59.0,5.95,5.88,3.72,0,7410,1,1,0
0.9,2,0,4,62.4,55.0,6.15,6.19,3.85,1,7411,1,0,1
0.71,5,4,3,61.5,62.0,5.74,5.68,3.51,0,7412,1,1,0
0.33,1,2,3,63.0,58.0,4.42,4.4,2.78,1,7413,0,1,1
0.57,4,4,3,61.7,58.0,5.33,5.3,3.28,0,7414,0,0,0
2.26,1,4,2,63.3,59.0,8.35,8.26,5.25,1,7415,1,0,1
1.14,1,6,4,61.5,57.0,6.73,6.77,4.15,1,7416,1,0,1
0.7,4,3,4,61.3,59.0,5.68,5.7,3.49,1,7417,1,0,1
0.78,4,0,4,62.2,57.0,5.86,5.9,3.66,1,7418,1,0,1
0.33,4,4,3,60.0,61.0,4.52,4.48,2.7,0,7419,0,0,0
0.37,3,0,4,61.6,56.0,4.63,4.59,2.84,0,7420,0,0,0
0.32,7,5,4,62.2,57.0,4.35,4.37,2.71,0,7421,0,0,0
0.54,1,5,3,61.2,60.0,5.22,5.2,3.19,0,7422,0,0,0
0.3,2,0,3,61.6,58.0,4.29,4.32,2.65,1,7423,0,1,1
0.7,3,1,4,61.1,56.0,5.73,5.76,3.51,1,7424,1,0,1
1.57,4,4,3,59.8,60.0,7.63,7.56,4.54,1,7425,1,0,1
0.5,5,3,2,60.7,57.0,5.1,5.14,3.11,0,7426,0,0,0
1.56,2,5,2,60.2,61.0,7.5,7.59,4.54,1,7427,1,0,1
0.52,4,3,4,61.9,55.0,5.16,5.18,3.2,1,7428,0,1,1
0.72,3,1,4,60.8,57.0,5.79,5.82,3.53,1,7429,1,0,1
0.43,2,2,4,62.5,56.0,4.82,4.84,3.02,0,7430,0,0,0
0.51,4,3,4,62.3,53.5,5.09,5.14,3.19,0,7431,0,0,0
1.15,5,4,3,58.8,58.0,6.9,6.87,4.05,1,7432,1,0,1
0.8,2,2,4,60.5,57.0,6.02,6.07,3.66,1,7433,1,0,1
1.7,1,2,2,63.4,57.0,7.54,7.57,4.79,1,7434,1,0,1
0.54,6,4,4,61.8,55.0,5.24,5.21,3.23,0,7435,0,0,0
0.31,3,0,4,62.2,57.0,4.34,4.31,2.69,1,7436,0,1,1
0.33,3,0,4,61.5,56.0,4.47,4.5,2.76,0,7437,0,0,0
1.51,7,4,3,60.2,60.0,7.44,7.41,4.47,0,7438,1,1,0
0.7,2,4,2,60.9,62.0,5.67,5.72,3.47,0,7439,0,0,0
0.38,3,3,4,61.0,55.0,4.67,4.71,2.86,0,7440,0,0,0
0.86,2,0,4,62.8,56.0,6.05,6.08,3.81,1,7441,1,0,1
3.04,1,5,3,59.3,60.0,9.51,9.46,5.62,0,7442,1,1,0
0.36,7,1,3,59.4,61.0,4.69,4.61,2.76,0,7443,0,0,0
1.04,2,4,4,60.3,57.0,6.55,6.58,3.96,0,7444,1,1,0
0.35,7,3,4,61.3,55.0,4.57,4.6,2.81,1,7445,0,1,1
0.36,4,1,4,61.8,54.0,4.56,4.6,2.83,0,7446,0,0,0
0.3,3,1,2,62.4,57.0,4.24,4.29,2.66,0,7447,0,0,0
0.9,0,3,0,65.1,58.0,6.05,5.99,3.92,0,7448,0,0,0
0.3,6,0,4,61.9,57.0,4.27,4.29,2.65,1,7449,0,1,1
0.31,7,2,4,60.1,59.0,4.38,4.41,2.64,0,7450,0,0,0
1.67,3,5,3,61.9,56.0,7.64,7.6,4.72,1,7451,1,0,1
0.61,4,1,4,62.2,54.0,5.43,5.45,3.38,1,7452,1,0,1
1.0,4,3,1,62.4,62.0,6.33,6.37,3.96,0,7453,1,1,0
0.61,1,3,4,59.5,57.0,5.55,5.51,3.29,0,7454,0,0,0
0.37,4,6,4,62.4,55.0,4.64,4.59,2.88,1,7455,0,1,1
0.35,2,5,4,62.2,54.0,4.52,4.55,2.82,0,7456,0,0,0
0.7,2,1,2,59.6,63.0,5.72,5.65,3.39,0,7457,0,0,0
0.41,4,1,1,58.4,58.0,4.88,4.91,2.86,0,7458,0,0,0
0.41,2,2,2,62.5,58.0,4.74,4.77,2.97,0,7459,0,0,0
0.71,3,5,0,61.6,67.0,5.76,5.61,3.5,1,7460,0,1,1
1.2,2,5,1,64.4,61.0,6.52,6.59,4.22,1,7461,1,0,1
0.35,2,1,3,61.1,59.0,4.5,4.56,2.77,0,7462,0,0,0
1.06,5,3,4,61.6,56.3,6.53,6.56,4.03,0,7463,1,1,0
0.35,5,3,4,61.2,55.0,4.62,4.59,2.82,1,7464,0,1,1
1.01,1,2,2,61.8,56.0,6.43,6.38,3.96,1,7465,1,0,1
1.05,2,4,3,60.2,62.0,6.57,6.52,3.94,0,7466,1,1,0
0.32,5,3,4,61.6,55.0,4.4,4.43,2.72,0,7467,0,0,0
1.0,2,2,1,63.6,62.0,6.24,6.3,3.99,1,7468,1,0,1
0.29,4,2,4,61.6,56.0,4.26,4.31,2.64,0,7469,0,0,0
0.56,3,0,3,61.5,58.0,5.28,5.33,3.26,0,7470,0,0,0
0.32,3,3,4,61.8,55.0,4.41,4.42,2.73,0,7471,0,0,0
0.7,1,5,0,65.9,58.0,5.46,5.5,3.61,0,7472,0,0,0
1.5,1,6,0,65.5,60.0,7.07,7.03,4.62,1,7473,1,0,1
0.72,3,3,4,62.0,56.0,5.75,5.79,3.58,0,7474,0,0,0
1.02,3,3,2,63.4,59.0,6.32,6.3,4.0,0,7475,1,1,0
1.3,1,3,3,61.8,57.0,7.02,6.94,4.32,1,7476,1,0,1
0.34,3,1,4,61.2,56.0,4.51,4.54,2.77,0,7477,0,0,0
0.58,5,3,2,59.1,59.6,5.39,5.42,3.19,0,7478,0,0,0
0.35,4,5,4,61.6,56.0,4.54,4.58,2.81,0,7479,0,0,0
0.37,5,0,3,60.7,59.0,4.63,4.66,2.82,0,7480,0,0,0
0.31,3,4,4,62.2,53.0,4.43,4.38,2.74,0,7481,0,0,0
0.53,7,2,4,61.9,54.0,5.22,5.25,3.24,1,7482,1,0,1
0.23,6,3,3,61.3,59.0,3.96,3.94,2.42,0,7483,0,0,0
0.33,2,1,4,62.5,55.0,4.42,4.45,2.77,0,7484,0,0,0
1.01,1,2,3,61.3,60.0,6.4,6.43,3.93,1,7485,1,0,1
1.71,2,4,2,60.8,56.0,7.77,7.73,4.71,1,7486,1,0,1
1.32,4,3,4,61.6,57.0,6.97,7.05,4.32,1,7487,1,0,1
0.33,6,4,4,61.7,55.0,4.48,4.5,2.77,0,7488,0,0,0
0.58,6,2,4,61.6,57.0,5.33,5.38,3.3,1,7489,1,0,1
0.9,4,4,0,65.9,60.0,5.99,5.96,3.94,1,7490,1,0,1
0.32,4,0,4,60.9,57.0,4.48,4.45,2.72,0,7491,0,0,0
0.31,2,5,4,61.9,56.0,4.33,4.36,2.69,0,7492,0,0,0
1.18,4,3,4,61.3,56.0,6.81,6.83,4.17,1,7493,1,0,1
0.59,6,1,4,60.7,57.0,5.41,5.45,3.29,1,7494,1,0,1
0.64,6,4,4,61.1,55.0,5.58,5.61,3.43,0,7495,0,0,0
0.32,7,4,4,61.1,56.0,4.45,4.48,2.73,0,7496,0,0,0
0.71,2,0,3,60.6,58.0,5.77,5.79,3.5,0,7497,1,1,0
0.71,2,1,4,62.8,53.0,5.67,5.7,3.57,1,7498,1,0,1
2.12,1,6,2,62.3,61.0,8.16,8.21,5.1,1,7499,1,0,1
1.1,1,6,3,59.6,59.0,6.74,6.72,4.01,1,7500,1,0,1
0.3,2,1,1,63.8,55.0,4.28,4.25,2.72,0,7501,0,0,0
0.71,5,3,4,61.3,56.0,5.75,5.77,3.53,1,7502,1,0,1
0.31,6,4,1,63.7,56.0,4.33,4.3,2.75,1,7503,0,1,1
0.9,1,3,0,64.7,58.0,5.94,6.03,3.87,1,7504,1,0,1
0.32,5,3,3,60.2,60.0,4.45,4.42,2.67,0,7505,0,0,0
0.82,2,0,2,63.1,58.0,5.97,5.95,3.76,0,7506,1,1,0
0.44,2,0,4,61.6,56.0,4.9,4.93,3.03,1,7507,0,1,1
0.52,2,3,3,60.6,61.0,5.19,5.17,3.14,1,7508,0,1,1
0.23,6,2,2,60.1,57.0,4.0,4.02,2.41,0,7509,0,0,0
0.56,3,3,4,60.9,56.0,5.34,5.36,3.26,0,7510,0,0,0
0.81,1,1,4,60.3,57.0,6.07,6.04,3.65,1,7511,1,0,1
0.9,2,3,2,62.2,58.0,6.15,6.2,3.84,0,7512,1,1,0
0.54,6,4,4,61.1,57.0,5.22,5.26,3.2,0,7513,0,0,0
0.57,5,3,4,60.7,55.0,5.34,5.36,3.25,0,7514,0,0,0
0.41,3,3,4,62.5,54.0,4.75,4.78,2.98,1,7515,0,1,1
0.9,1,2,3,61.5,61.0,6.1,6.06,3.74,1,7516,1,0,1
0.81,2,1,3,60.8,59.0,5.99,5.95,3.63,1,7517,1,0,1
2.02,1,1,1,58.8,61.0,8.21,8.25,4.84,0,7518,1,1,0
0.31,2,3,2,63.0,56.0,4.3,4.34,2.72,0,7519,0,0,0
0.71,5,0,2,62.7,59.0,5.64,5.69,3.55,1,7520,1,0,1
0.71,4,1,4,61.9,56.0,5.7,5.73,3.54,1,7521,1,0,1
0.71,2,4,4,61.3,58.0,5.73,5.78,3.53,0,7522,0,0,0
1.07,1,2,4,61.4,56.0,6.57,6.63,4.05,1,7523,1,0,1
0.41,4,1,4,62.3,53.0,4.74,4.76,2.96,1,7524,0,1,1
0.52,3,2,4,61.3,56.0,5.14,5.2,3.17,0,7525,0,0,0
0.91,1,0,2,61.5,56.0,6.22,6.27,3.84,1,7526,1,0,1
1.53,4,6,3,60.1,59.0,7.47,7.51,4.5,1,7527,1,0,1
1.0,5,4,4,62.9,55.0,6.34,6.39,4.0,1,7528,1,0,1
0.42,2,4,4,62.2,57.0,4.8,4.78,2.98,0,7529,0,0,0
0.33,7,3,4,61.6,55.0,4.51,4.48,2.77,1,7530,0,1,1
1.06,2,4,4,61.7,56.0,6.58,6.55,4.05,1,7531,1,0,1
0.75,2,5,2,59.1,58.0,5.87,5.91,3.48,0,7532,0,0,0
0.34,3,1,4,62.6,55.0,4.43,4.45,2.78,0,7533,0,0,0
1.01,2,1,4,61.1,55.0,6.47,6.52,3.97,1,7534,1,0,1
0.45,4,2,0,66.9,54.0,4.85,4.75,3.21,0,7535,0,0,0
1.21,4,3,4,62.7,54.0,6.8,6.82,4.27,1,7536,1,0,1
1.23,2,5,4,62.1,57.0,6.83,6.88,4.26,1,7537,1,0,1
1.46,1,1,4,62.3,55.0,7.29,7.25,4.53,1,7538,1,0,1
0.83,6,4,4,63.4,56.0,5.96,5.99,3.79,1,7539,1,0,1
1.01,6,2,2,62.9,57.0,6.35,6.41,4.01,1,7540,1,0,1
0.9,5,4,3,60.3,61.0,6.25,6.22,3.76,1,7541,1,0,1
1.06,2,4,4,62.7,57.0,6.53,6.48,4.08,1,7542,1,0,1
1.02,3,1,2,62.5,57.0,6.36,6.41,3.99,1,7543,1,0,1
1.23,1,0,3,62.3,58.0,6.81,6.78,4.23,1,7544,1,0,1
0.31,5,3,4,61.7,54.0,4.34,4.38,2.69,0,7545,0,0,0
0.9,3,2,0,64.7,54.0,6.09,6.03,3.92,0,7546,1,1,0
1.59,4,4,4,60.7,56.0,7.54,7.58,4.59,0,7547,1,1,0
1.54,5,3,4,62.0,54.0,7.36,7.43,4.59,0,7548,1,1,0
0.31,7,2,4,61.8,54.0,4.33,4.37,2.69,0,7549,0,0,0
0.79,3,1,2,62.7,56.0,5.85,5.88,3.68,1,7550,1,0,1
0.34,2,1,4,61.4,54.0,4.5,4.53,2.77,1,7551,0,1,1
1.01,1,0,2,61.5,56.0,6.39,6.46,3.95,1,7552,1,0,1
0.51,6,3,2,63.2,58.0,5.11,5.08,3.22,0,7553,0,0,0
0.57,1,1,3,62.5,54.0,5.35,5.3,3.33,0,7554,0,0,0
1.21,3,4,4,62.4,59.0,6.81,6.79,4.24,1,7555,1,0,1
0.3,6,3,4,62.0,58.0,4.27,4.31,2.66,0,7556,0,0,0
0.41,4,3,3,62.3,56.0,4.8,4.77,2.98,1,7557,0,1,1
0.32,4,2,4,61.9,55.0,4.41,4.4,2.73,0,7558,0,0,0
0.96,1,2,2,60.9,57.0,6.38,6.42,3.9,1,7559,1,0,1
1.51,3,2,3,61.9,59.0,7.39,7.31,4.55,0,7560,1,1,0
0.4,4,5,4,62.0,54.0,4.72,4.75,2.94,0,7561,0,0,0
0.32,1,0,2,63.4,56.0,4.38,4.36,2.77,0,7562,0,0,0
1.17,7,4,4,61.0,53.0,6.89,6.85,4.19,1,7563,1,0,1
0.24,6,1,2,63.1,55.0,3.96,4.0,2.51,1,7564,0,1,1
0.51,1,4,3,62.9,56.0,5.08,5.06,3.19,0,7565,0,0,0
1.06,1,4,2,62.4,54.0,6.5,6.54,4.07,1,7566,1,0,1
2.0,2,4,3,63.0,54.0,8.07,7.99,5.06,1,7567,1,0,1
0.52,5,5,0,60.4,66.0,5.26,5.2,3.16,0,7568,0,0,0
0.77,1,1,3,62.5,60.0,5.84,5.8,3.64,1,7569,0,1,1
0.35,2,0,4,61.6,56.0,4.53,4.49,2.78,0,7570,0,0,0
0.79,1,4,3,61.6,58.0,5.98,5.94,3.67,0,7571,0,0,0
0.52,4,3,4,62.1,54.0,5.14,5.17,3.2,0,7572,0,0,0
1.03,3,2,2,62.3,59.0,6.39,6.45,4.0,1,7573,1,0,1
0.5,5,3,4,62.9,57.0,5.11,5.04,3.19,0,7574,0,0,0
0.35,4,3,4,62.6,54.0,4.56,4.52,2.84,0,7575,0,0,0
1.5,0,6,0,68.8,57.0,6.94,6.87,4.75,1,7576,1,0,1
0.56,5,3,4,61.6,55.0,5.32,5.35,3.28,0,7577,0,0,0
0.9,2,1,3,61.9,58.0,6.17,6.1,3.8,1,7578,1,0,1
0.3,7,4,4,61.3,58.0,4.3,4.31,2.64,0,7579,0,0,0
0.32,3,4,4,61.3,56.0,4.42,4.45,2.72,1,7580,0,1,1
0.71,4,2,2,61.2,57.0,5.73,5.77,3.52,0,7581,1,1,0
0.54,5,1,1,57.5,61.0,5.47,5.39,3.12,0,7582,0,0,0
0.33,3,2,4,62.3,56.0,4.43,4.46,2.77,0,7583,0,0,0
1.02,5,2,0,64.8,58.0,6.22,6.28,4.05,0,7584,1,1,0
0.9,3,4,2,61.6,63.0,6.14,6.1,3.77,1,7585,1,0,1
0.51,2,0,4,62.8,56.0,5.09,5.07,3.19,0,7586,0,0,0
1.1,3,5,4,61.8,56.0,6.65,6.6,4.1,1,7587,1,0,1
